Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Analysis III,MAT221.1,Course,Jean Bertoin,German,MAT 221 Analysis III
Übungen Analysis III Gruppe 1,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III
Topology,MAT701.1,Course,Alberto Sergio Cattaneo,English,MAT 701 Topology
Exercises Topology Gr. 3,MAT701.2,Exercise Group,N/A,English,MAT 701 Topology
Lineare Algebra für die Naturwissenschaften,MAT141.1,Course,Christoph Luchsinger,English,MAT 141 Linear Algebra for Natural Sciences
Übungen Lineare Algebra für Chemie Gr. 4,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Analysis für die Naturwissenschaften,MAT182.1,Course,N/A,German,MAT 182 Analysis for Natural Sciences
"Übungen Analysis für die Naturwissenschaften, Gruppe Mittwoch",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences
"Übungen Analysis für die Naturwissenschaften, Gruppe Englisch",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences
"Übungen Analysis für die Naturwissenschaften, Gruppe Donnerstag",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences
Geometry (MA.S430),MAT157.1,PHZH SEK I Module,Franz X. Müller,German,MAT 157 Geometry (MA.S430)
Exercises Geometry (MA.S430),MAT157.2,PHZH SEK I Module,N/A,German,MAT 157 Geometry (MA.S430)
"Übungen Algebra, Gruppe 2",MAT211.2,Exercise Group,N/A,"German, English",MAT 211 Algebra
"Übungen Analysis I, Gr. 2",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
"Übungen Analysis I, Gr. 3",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
"Übungen Analysis I, Gruppe Physik",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
Exercises Topology Gr. 2,MAT701.2,Exercise Group,N/A,English,MAT 701 Topology
Exercises Topology Gr. 1,MAT701.2,Exercise Group,N/A,English,MAT 701 Topology
Übungen Analysis III Gruppe 2,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III
Übungen Analysis III Gruppe 3,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III
Talks in mathematical physics,MAT074.1,Seminar,N/A,English,MAT 074 Talks in mathematical physics
Arbeitsgemeinschaft in Codierungstheorie und Kryptographie,MAT076.1,Student Work,N/A,English,MAT 076 Neuchatel - St.Gallen - Zurich Seminar in Coding Theory and Cryptography
Seminar PDE &amp; Math.Physics,MAT675.1,Student Work,N/A,English,MAT 675 Seminar PDE &amp; Math.Physics
Oberseminar: Algebraische Geometrie,MAT770.1,Seminar,N/A,English,MAT 770 Graduate Seminar: Algebraic Geometry
Geometrie-Seminar,MAT772.1,Seminar,N/A,German,MAT 772 Seminar on Geometry
Zurich Colloquium in Applied and Computational Mathematics,MAT870.1,Seminar,Rémi Abgrall,English,MAT 870 Zurich Colloquium in Applied and Computational Mathematics
Seminar über stochastische Prozesse,MAT971.1,Seminar,Jean Bertoin,English,MAT 971 Seminar on stochastic processes
Übungen Lineare Algebra für ESS Gr. 2,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Lineare Algebra I,MAT111.1,Course,Andrew Kresch,German,MAT 111 Linear Algebra I
"Übungen Lineare Algebra I, Gr.1",MAT111.2,Exercise Group,N/A,"English, German",MAT 111 Linear Algebra I
"Übungen Lineare Algebra I, Gr.2",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I
"Übungen Lineare Algebra I, Gr.4",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I
"Übungen Lineare Algebra I, Gr.3",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I
Analysis I,MAT121.1,Course,Corinna Ulcigrai,German,MAT 121 Analysis I
"Übungen Analysis I, Gr. 1",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
"Übungen Analysis I, Gr. 4",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
Übungen Lineare Algebra für Chemie Gr. 3,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Übungen Lineare Algebra für Chemie Gr. 6,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Foundations of mathematics I (MA.S410),MAT159.1,PHZH SEK I Module,N/A,German,MAT 159 Foundations of mathematics I (MA.S410)
Übungen Lineare Algebra für ESS Gr. 3,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Fragestunden Analysis für die Naturwissenschaften,MAT182.3,Exercise Group,N/A,German,MAT 182 Analysis for Natural Sciences
Übungen Lineare Algebra für ESS Gr. 1,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Übungen Lineare Algebra für Chemie Gr. 5,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Übungen Lineare Algebra für Chemie Gr. 1,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
Übungen Lineare Algebra für Chemie Gr. 2,MAT141.2,Exercise Group,N/A,"German, English",MAT 141 Linear Algebra for Natural Sciences
1st year study center,MAT111.3,Tutorial,N/A,"German, English",MAT 111 Linear Algebra I
1st year study center,MAT121.3,Tutorial,N/A,"German, English",MAT 121 Analysis I
"Exercises Linear Algebra I, Gr. Physics",MAT111.2,Exercise Group,N/A,German,MAT 111 Linear Algebra I
"Übungen Analysis für die Naturwissenschaften, Gruppe Montag",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences
Zurich Graduate Colloquium,MAT075.1,Colloquium,N/A,English,MAT 075 Zurich Graduate Colloquium
Ergodic Theory and Dynamical Systems Seminar,MAT760.1,Seminar,N/A,English,MAT 760 Ergodic Theory and Dynamical Systems Seminar
"Exercises Linear Algebra I, Gr. 5",MAT111.2,Exercise Group,N/A,German,MAT 111 Linear Algebra I
Übungen Grundbegriffe der Mathematik I (MA.S410),MAT159.2,PHZH SEK I Module,N/A,German,MAT 159 Foundations of mathematics I (MA.S410)
Tutorium Grundbegriffe der Mathematik I (MA.S410),MAT159.3,PHZH SEK I Module,N/A,German,MAT 159 Foundations of mathematics I (MA.S410)
Complex Networks Theory and Applications,MAT933.1,Course,Alexandre Dominique Bovet,English,MAT 933 Complex Networks Theory and Applications
Complex Networks Theory and Applications,MAT933.2,Exercise Group,N/A,English,MAT 933 Complex Networks Theory and Applications
Exercises Analysis III,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III
Exercises Algebra,MAT211.2,Exercise Group,N/A,German,MAT 211 Algebra
Exercises Geometry / Topology I,Geometry,Exercise Group,N/A,German,MAT 701 Topology
Exercises Analysis I,MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I
Exercises Linear Algebra for Sciences,MAT141.2,Exercise Group,N/A,German,MAT 141 Linear Algebra for Natural Sciences
Exercises Analysis for Natural Sciences,MAT182.2,Exercise Group,N/A,German,MAT 182 Analysis for Natural Sciences
Programming,MAT101.1,Course,Gauthier Roger Fernand Cornil Wissocq,German,MAT 101 Programming
Exercises Programming,MAT101.2,Exercise Group,Gauthier Roger Fernand Cornil Wissocq,German,MAT 101 Programming
Exercises Programming,MAT101.2,Exercise Group,Gauthier Roger Fernand Cornil Wissocq,German,MAT 101 Programming
Foundations of Mathematics,MAT115.1,Course,Hao Wu,English,MAT 115 Foundations of Mathematics
Exercises Foundations of Mathematics,MAT115.2,Exercise Group,Hao Wu,English,MAT 115 Foundations of Mathematics
Exercises Programming,MAT101.2,Exercise Group,Gauthier Roger Fernand Cornil Wissocq,German,MAT 101 Programming
"Wissenschaftliches Arbeiten, Übung Gruppe 1",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 2",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 3",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 4",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 5",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 6",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 7",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 8",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 9",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 10",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 11",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 12",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 13",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 14",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, UE, Gr. 15",254-011a,Exercise Group,Céline Marie Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Vorlesung",254-011a,Course,Céline Marie Odermatt,German,Academic Work
"Masterkolloquium A, Süss",254-891a,Colloquium,Daniel Giuseppe Süss,German,Master Colloquium A
Qualitative Sozialforschung,254-052a,Course,Brigitte Gasser,German,Qualitative Social Research
Themes from the Philosophy of Science,164j505a,Seminar,David Dolby,English,Themes from the Philosophy of Science
Wahrnehmung und Wissen,164j506a,Seminar,Christoph Caspar Pfisterer,German,Knowledge and Perception
Doktoratskolloquium (Sonderegger),600G105a,Colloquium,Stefan Sonderegger,"German, English",Doctoral Colloquium (Sonderegger)
Geschichtskontor,600G101a,Colloquium,Monika Dommann,German,Geschichtskontor
Joint ETHZ-UZH Research Colloquium in Global and Extra-European History,600G125a,Colloquium,Martin Dusinberre,English,Joint ETHZ-UZH Research Colloquium in Global and Extra-European History
Teamwork on Digital Transformation Challenges,DSI_DTC,Seminar,Jean-Michel Hatt,"German, English",Teamwork on Digital Transformation Challenges
Spezialisierung: Governance und Demokratie,615j007a,Seminar,Sonam Palmo Brunner,German,Specialisation: Governance and Democracy
Specialisation: Populism and Electoral Protest in the International Context,615j009a,Seminar,Kiran Rose Auerbach,English,Specialisation: Populism and Electoral Protest in the International Context
Specialisation: Parliaments and Democracy,615j010a,Seminar,Jochen Rehmert,English,Specialisation: Parliaments and Democracy
Specialisation: European Integration,615j011a,Seminar,Verena Reidinger,English,Specialisation: European Integration
Spezialisierung: Frieden und Konflikt in den Internationalen Beziehungen,615j012a,Seminar,Manuela Spindler,German,Specialisation: The Politics of Peace
Forum Frühe Neuzeit,600G111a,Colloquium,Francisca Loetz,"German, English",Early Modern Forum
Werkstatt Wissensgeschichte,600G132a,Colloquium,Ruben Marc Hackler,"German, English",Colloquium History of Knowledge
Doktoratskolloquium Kolb/Maier,600G107a,Colloquium,Anne Kolb,"German, English",Doctoral Colloquium (Kolb / Maier)
Doktoratskolloquium (Scholz / Stercken / Zey / Lieberman),Scholz,Stercken,Sebastian Scholz,German,Doctoral Colloquium (Scholz / Zey / Stercken / Lieberman)
Doktorierendenkolloquium,506G905a,Colloquium,Moritz Peter Ege,German,PhD Colloquium
General Relativity,AST511.1,Course,Jaiyul Yoo,English,AST 511 General Relativity
Exercises General Relativity,AST511.2,Exercise Group,Jaiyul Yoo,English,AST 511 General Relativity
High Performance Computing,ESC401.2,Exercise Group,James Douglas Potter,German,ESC 401 High Performance Computing
Pre-Publication Seminar,615G940a,Seminar,Giorgio Malet,"German, English",Pre-Publication Seminar
Publication Seminar,615G941a,Seminar,Silja Häusermann,"German, English",Publication Seminar
Democracy Studies Research Colloquium,615G928a,Colloquium,Doreen Spörer-Wagner,English,Democracy Studies Research Colloquium
CIS Doktorierendenkolloquium,615G932a,Colloquium,Hanno Degner,"German, English",CIS PhD Colloquium
CIS Forschungscolloquium,615G930a,Colloquium,Daniele Caramani,"German, English",CIS Research Colloquium
Doktorandenretraite,721G910a,Seminar,Peter Finke,English,Doctoral Retreat
Doktorandenkolloquium,721G909a,Colloquium,Esther Leemann,English,Doctoral Day
Comparative Private Law,90CL5-1,Course,José Luis Alonso,English,Comparative Private Law
International Sales Law (CISG),90IL13-1,Course,Yesim M. Atamer,English,International Sales Law (CISG)
Zivilverfahrensrecht,90PM1-1,Course,Samuel P. Baumgartner,German,Civil Procedure Law
Vis Moot School Switzerland,90BLV1-1,Course,Helmut Heiss,English,Vis Moot School Switzerland
Notariatsrecht,NOPM8-1,Course,Ruth Arnet,German,Notarial Law
"Language Data Acquisition, Tutorat",271-517a,Tutorial,Dagmar Jung,English,Language Data Acquisition
Language Data Acquisition,271-517a,Lecture with Practical Exercises,Dagmar Jung,English,Language Data Acquisition
"Introduction to Language Data Processing, Tutorat",271-518a,Tutorial,Philosophische Fakultät N.N.-Dozent,English,Language Data Processing
"Programming for Linguists, Tutorat",271-518b,Tutorial,Philosophische Fakultät N.N.-Dozent,English,Language Data Processing
Introduction to Language Data Processing,271-518a,Lecture with Practical Exercises,Lena Ann Jäger,English,Language Data Processing
Programming for Linguists,271-518b,Lecture with Practical Exercises,Martin Volk,English,Language Data Processing
Masterarbeit,271-MAa,Student Work,N/A,German,Master's Thesis
"Fürstliche Kunstförderung im Mittelalter. Hofkunst, Hofkünstler, Hofstil",640-023a,Seminar,Wolfgang Brückle,German,Advanced Study of Media and Functions of Medieval Visual Arts
Feminism is for Everybody. Feminismus und Kunst seit den 1970ern,640-015a,Seminar,Nadine Jirka,German,Art and Artists
Kolloquium Slavistische Linguistik,271G602a,Colloquium,Florian Wandl,German,Slavonic Linguistics Colloquium
Workshop Scientific English Writing,721G913a,Other,Markus Matter,English,Workshop Scientific English Writing
Current Sociological Research PhD,240G909a,Colloquium,Katja Rost,English,Current Sociological Research PhD
Thesis Workshop 2023,240G910a,Colloquium,Heiko Rauhut,English,Thesis Workshop 2023
Jacobs Center Research Seminar Series Fall 2022 for PhD Students,240G919a,Colloquium,Michael J. Shanahan,English,Jacobs Center Research Seminar Series Fall 2023 for PhD Students
Forschungskolloquium Slavistische Literaturwissenschaft (für Doktorierende),483G405a,Colloquium,Sylvia Sasse,German,Research Colloquium Slavonic Literatures (for PhD Candidates)
Personenrecht Gruppe 1,60PM6-1,Course,Dominique Hans Jakob,German,"Civil Law I, Part 1 (no exam registration)"
Personenrecht Gruppe 2,60PM6-1,Course,Walter Boente,German,"Civil Law I, Part 1 (no exam registration)"
Haftpflichtrecht,120PM1-3,Course,Leander D. Loacker,German,"Civil Law II, Part 1 (no exam registration)"
OR I Gruppe 1,120PM1-1,Course,Dario Johannes Hug,German,"Civil Law II, Part 1 (no exam registration)"
OR I Gruppe 2,120PM1-1,Course,Ulrike Babusiaux,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 1,120PM1-2,Exercise Group,Oliver Dalla Palma,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 2,120PM1-2,Exercise Group,Richard G. Allemann,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 3,120PM1-2,Exercise Group,Rechtswissensch. Fakultät N.N.-Dozent,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 4,120PM1-2,Exercise Group,Oliver Dalla Palma,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 5,120PM1-2,Exercise Group,Richard G. Allemann,German,"Civil Law II, Part 1 (no exam registration)"
Übungen I im OR Gruppe 6,120PM1-2,Exercise Group,Rechtswissensch. Fakultät N.N.-Dozent,German,"Civil Law II, Part 1 (no exam registration)"
