Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
"(G45) Masterarbeitsgruppe ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-901a,Exercise Group,Mariëtte van Loon,"German, English",Master's Working Group 1
"(G46) Masterarbeitsgruppe ""Klinische Intervention und Global Mental Health""",200-901a,Exercise Group,Clare Killikelly,"German, English",Master's Working Group 1
"(G45) Forschungskolloquium ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-902a,Colloquium,Mariëtte van Loon,"German, English",Research Colloquium 1
"(G46) Forschungskolloquium ""Klinische Intervention und Global Mental Health""",200-902a,Colloquium,Clare Killikelly,"German, English",Research Colloquium 1
Themen der japanischen Philologie (Proseminar),290-023a,Seminar,N/A,German,Issues in Japanese Philology (Proseminar)
"(G01) Masterprüfung ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-909a,Selbststudium mit Leistungsnachweis,Moritz Daum,"German, English",Master's Exam
"(G02) Masterprüfung ""Entwicklungspsychologie: Erwachsenenalter""",200-909a,Selbststudium mit Leistungsnachweis,Alexandra M. Freund,"German, English",Master's Exam
"(G04) Masterprüfung ""Gerontopsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Mike Martin,"German, English",Master's Exam
"(G05) Masterprüfung ""Allgemeine Psychologie: Kognition""",200-909a,Selbststudium mit Leistungsnachweis,Klaus Oberauer,"German, English",Master's Exam
"(G06) Masterprüfung ""Psychologische Methodenlehre, Evaluation und Statistik""",200-909a,Selbststudium mit Leistungsnachweis,Carolin Strobl,"German, English",Master's Exam
"(G07) Masterprüfung ""Klinische Entwicklungspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Lilly Shanahan,"German, English",Master's Exam
"(G08) Masterprüfung ""Methoden der Plastizitätsforschung""",200-909a,Selbststudium mit Leistungsnachweis,Nicolas Langer,"German, English",Master's Exam
"(G09) Masterprüfung ""Allgemeine Psychologie: Motivation""",200-909a,Selbststudium mit Leistungsnachweis,Veronika Brandstätter-Morawietz,"German, English",Master's Exam
"(G11) Masterprüfung ""Arbeits- und Organisationspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Martin Kleinmann,"German, English",Master's Exam
"(G13) Masterprüfung ""Angewandte Sozial- und Gesundheitspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Urte Scholz,"German, English",Master's Exam
"(G14) Masterprüfung ""Sozialpsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Johannes Ullrich,"German, English",Master's Exam
"(G15) Masterprüfung ""Klinische Psychologie Kinder/Jugendliche und Paare/Familien""",200-909a,Selbststudium mit Leistungsnachweis,Guy Bodenmann,"German, English",Master's Exam
"(G16) Masterprüfung ""Klinische Psychologie und Psychotherapie""",200-909a,Selbststudium mit Leistungsnachweis,Ulrike Ehlert,"German, English",Master's Exam
"(G17) Masterprüfung ""Gesundheitspsychologie des Kindes- und Jugendalters""",200-909a,Selbststudium mit Leistungsnachweis,Markus Andreas Landolt,"German, English",Master's Exam
"(G18) Masterprüfung ""Psychopathologie und Klinische Intervention""",200-909a,Selbststudium mit Leistungsnachweis,Andreas Maercker,"German, English",Master's Exam
"(G19) Masterprüfung ""Klinische Psychologie mit Schwerpunkt Psychotherapieforschung""",200-909a,Selbststudium mit Leistungsnachweis,Birgit Watzke,"German, English",Master's Exam
"(G20) Masterprüfung ""Experimentelle Psychopathologie und Psychotherapie""",200-909a,Selbststudium mit Leistungsnachweis,Birgit Kleim,"German, English",Master's Exam
"(G36) Masterprüfung ""Entwicklung des Gehirns""",200-909a,Selbststudium mit Leistungsnachweis,Nora M. Raschle,"German, English",Master's Exam
"(G37) Masterprüfung ""Differentielle Psychologie und Diagnostik""",200-909a,Selbststudium mit Leistungsnachweis,Wiebke Bleidorn,"German, English",Master's Exam
"(G38) Masterprüfung ""Persönlichkeitspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Christopher Hopwood,"German, English",Master's Exam
"(G39) Masterprüfung ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-909a,Selbststudium mit Leistungsnachweis,Amber Gayle Thalmayer,"German, English",Master's Exam
"(G40) Masterprüfung ""Current topics in cognitive and behavioral decision research""",200-909a,Selbststudium mit Leistungsnachweis,Renato Frey,"German, English",Master's Exam
"(G41) Masterprüfung ""Evolutionary Neuroscience of Language """,200-909a,Selbststudium mit Leistungsnachweis,Martin Meyer,"German, English",Master's Exam
"(G42) Masterprüfung ""Neuropsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Paul Sauseng,"German, English",Master's Exam
"(G43) Masterprüfung ""Sozial- und Wirtschaftspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Jörg Gross,"German, English",Master's Exam
"(G44) Masterprüfung ""Angewandte Teamforschung""",200-909a,Selbststudium mit Leistungsnachweis,Jan Schmutz-Henestrosa,"German, English",Master's Exam
"(G45) Masterprüfung ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-909a,Selbststudium mit Leistungsnachweis,Mariëtte van Loon,"German, English",Master's Exam
"(G46) Masterprüfung ""Klinische Intervention und Global Mental Health""",200-909a,Selbststudium mit Leistungsnachweis,Clare Killikelly,"German, English",Master's Exam
Study of religions based didactics: Fromresearch to education practices,56SS003,Seminar,Arnd Brandl,German,Religionswissenschaftliche Fachdidaktik: Normativität und Ethik im religionskundlichen
Forschungswerkstatt Geistes- und Sozialwissenschaften,306G203a,Sonstiges,Tobias Heinzelmann,"German, English",PhD Working Group Arts and Social Sciences
"(G01) Bachelorarbeit ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-BAa,Bachelor Paper,Moritz Daum,German,Bachelor's Thesis
"(G02) Bachelorarbeit ""Entwicklungspsychologie: Erwachsenenalter""",200-BAa,Bachelor Paper,Alexandra M. Freund,German,Bachelor's Thesis
"(G04) Bachelorarbeit ""Gerontopsychologie""",200-BAa,Bachelor Paper,Mike Martin,German,Bachelor's Thesis
"(G05) Bachelorarbeit ""Allgemeine Psychologie: Kognition""",200-BAa,Bachelor Paper,Klaus Oberauer,German,Bachelor's Thesis
"(G07) Bachelorarbeit ""Klinische Entwicklungspsychologie""",200-BAa,Bachelor Paper,Lilly Shanahan,German,Bachelor's Thesis
"(G08) Bachelorarbeit ""Methoden der Plastizitätsforschung""",200-BAa,Bachelor Paper,Nicolas Langer,German,Bachelor's Thesis
"(G09) Bachelorarbeit ""Allgemeine Psychologie: Motivation""",200-BAa,Bachelor Paper,Veronika Brandstätter-Morawietz,German,Bachelor's Thesis
"(G11) Bachelorarbeit ""Arbeits- und Organisationspsychologie""",200-BAa,Bachelor Paper,Martin Kleinmann,German,Bachelor's Thesis
"(G13) Bachelorarbeit ""Angewandte Sozial- und Gesundheitspsychologie""",200-BAa,Bachelor Paper,Urte Scholz,German,Bachelor's Thesis
"(G14) Bachelorarbeit ""Sozialpsychologie""",200-BAa,Bachelor Paper,Johannes Ullrich,German,Bachelor's Thesis
"(G15) Bachelorarbeit ""Klinische Psychologie Kinder/Jugendliche und Paare/Familien""",200-BAa,Bachelor Paper,Guy Bodenmann,"German, English",Bachelor's Thesis
"(G16) Bachelorarbeit ""Klinische Psychologie und Psychotherapie""",200-BAa,Bachelor Paper,Ulrike Ehlert,"German, English",Bachelor's Thesis
"(G17) Bachelorarbeit ""Gesundheitspsychologie des Kindes- und Jugendalters""",200-BAa,Bachelor Paper,Markus Andreas Landolt,"German, English",Bachelor's Thesis
"(G18) Bachelorarbeit ""Psychopathologie und Klinische Intervention""",200-BAa,Bachelor Paper,Andreas Maercker,"German, English",Bachelor's Thesis
"(G19) Bachelorarbeit ""Klinische Psychologie mit Schwerpunkt Psychotherapieforschung""",200-BAa,Bachelor Paper,Birgit Watzke,"German, English",Bachelor's Thesis
"(G20) Bachelorarbeit ""Experimentelle Psychopathologie und Psychotherapie""",200-BAa,Bachelor Paper,Birgit Kleim,"German, English",Bachelor's Thesis
"(G36) Bachelorarbeit ""Entwicklung des Gehirns""",200-BAa,Bachelor Paper,Nora M. Raschle,"German, English",Bachelor's Thesis
"(G37) Bachelorarbeit ""Differentielle Psychologie und Diagnostik""",200-BAa,Bachelor Paper,Wiebke Bleidorn,"German, English",Bachelor's Thesis
"(G38) Bachelorarbeit ""Persönlichkeitspsychologie""",200-BAa,Bachelor Paper,Christopher Hopwood,"German, English",Bachelor's Thesis
"(G39) Bachelorarbeit ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-BAa,Bachelor Paper,Amber Gayle Thalmayer,"German, English",Bachelor's Thesis
"(G40) Bachelorarbeit ""Current topics incognitive and behavioral decisionresearch""",200-BAa,Bachelor Paper,Renato Frey,"German, English",Bachelor's Thesis
"(G42) Bachelorarbeit ""Neuropsychologie""",200-BAa,Bachelor Paper,Paul Sauseng,"German, English",Bachelor's Thesis
"(G43) Bachelorarbeit ""Sozial- und Wirtschaftspsychologie""",200-BAa,Bachelor Paper,Jörg Gross,"German, English",Bachelor's Thesis
"(G44) Bachelorarbeit ""Angewandte Teamforschung""",200-BAa,Bachelor Paper,Jan Schmutz-Henestrosa,"German, English",Bachelor's Thesis
"(G45) Bachelorarbeit ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-BAa,Bachelor Paper,Mariëtte van Loon,"German, English",Bachelor's Thesis
"(G46) Bachelorarbeit ""Klinische Intervention und Global Mental Health""",200-BAa,Bachelor Paper,Clare Killikelly,"German, English",Bachelor's Thesis
"(G01) Masterarbeit ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-MAa,Master Paper,Moritz Daum,"German, English",Master's Thesis
"(G02) Masterarbeit ""Entwicklungspsychologie: Erwachsenenalter""",200-MAa,Master Paper,Alexandra M. Freund,"German, English",Master's Thesis
"(G04) Masterarbeit ""Gerontopsychologie und Gerontologie""",200-MAa,Master Paper,Mike Martin,"German, English",Master's Thesis
"(G05) Masterarbeit ""Allgemeine Psychologie: Kognition""",200-MAa,Master Paper,Klaus Oberauer,"German, English",Master's Thesis
"(G06) Masterarbeit ""Psychologische Methodenlehre, Evaluation und Statistik""",200-MAa,Master Paper,Carolin Strobl,"German, English",Master's Thesis
"(G07) Masterarbeit ""Klinische Entwicklungspsychologie""",200-MAa,Master Paper,Lilly Shanahan,"German, English",Master's Thesis
"(G08/G33) Masterarbeit ""Methoden der Plastizitätsforschung""",200-MAa,Master Paper,Peter Klaver,"German, English",Master's Thesis
"(G09) Masterarbeit ""Allgemeine Psychologie: Motivation""",200-MAa,Master Paper,Veronika Brandstätter-Morawietz,"German, English",Master's Thesis
"(G11) Masterarbeit ""Arbeits- und Organisationspsychologie""",200-MAa,Master Paper,Martin Kleinmann,"German, English",Master's Thesis
"(G13) Masterarbeit ""Angewandte Sozial- und Gesundheitspsychologie""",200-MAa,Master Paper,Urte Scholz,"German, English",Master's Thesis
"(G14/G30) Masterarbeit ""Sozialpsychologie""",200-MAa,Master Paper,Michael Siegrist,"German, English",Master's Thesis
"(G15) Masterarbeit  ""Klinische Psychologie Kinder/Jugendliche und Paare/Familien""",200-MAa,Master Paper,Guy Bodenmann,"German, English",Master's Thesis
"(G16) Masterarbeit ""Klinische Psychologie und Psychotherapie""",200-MAa,Master Paper,Ulrike Ehlert,"German, English",Master's Thesis
"(G17) Masterarbeit ""Gesundheitspsychologie des Kindes- und Jugendalters""",200-MAa,Master Paper,Markus Andreas Landolt,"German, English",Master's Thesis
"(G18/G26/G29) Masterarbeit ""Psychopathologie und Klinische Intervention""",200-MAa,Master Paper,Andreas Maercker,"German, English",Master's Thesis
"(G19) Masterarbeit ""Klinische Psychologie mit Schwerpunkt Psychotherapieforschung""",200-MAa,Master Paper,Birgit Watzke,"German, English",Master's Thesis
"(G20) Masterarbeit ""Experimentelle Psychopathologie und Psychotherapie""",200-MAa,Master Paper,Birgit Kleim,"German, English",Master's Thesis
"(G31) Masterarbeit ""Neuropsychologie sozialer Kognition""",200-MAa,Master Paper,Hennric Jokeit,"German, English",Master's Thesis
"(G36) Masterarbeit ""Entwicklung des Gehirns""",200-MAa,Master Paper,Nora M. Raschle,"German, English",Master's Thesis
"(G37) Masterarbeit ""Differentielle Psychologie und Diagnostik""",200-MAa,Master Paper,Wiebke Bleidorn,"German, English",Master's Thesis
"(G38) Masterarbeit ""Persönlichkeitspsychologie""",200-MAa,Master Paper,Christopher Hopwood,"German, English",Master's Thesis
"(G39) Masterarbeit ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-MAa,Master Paper,Amber Gayle Thalmayer,"German, English",Master's Thesis
"(G40) Masterarbeit ""Current topics in cognitive and behavioral decision research""",200-MAa,Master Paper,Renato Frey,"German, English",Master's Thesis
"(G41) Masterarbeit  ""Evolutionary Neuroscience of Language""",200-MAa,Master Paper,Martin Meyer,"German, English",Master's Thesis
"(G42) Masterarbeit ""Neuropsychologie""",200-MAa,Master Paper,Paul Sauseng,"German, English",Master's Thesis
"(G43) Masterarbeit ""Sozial- und Wirtschaftspsychologie""",200-MAa,Master Paper,Jörg Gross,"German, English",Master's Thesis
"(G44) Masterarbeit ""Angewandte Teamforschung""",200-MAa,Master Paper,Jan Schmutz-Henestrosa,"German, English",Master's Thesis
"(G45) Masterarbeit ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-MAa,Master Paper,Mariëtte van Loon,"German, English",Master's Thesis
"(G46) Masterarbeit ""Klinische Intervention und Global Mental Health""",200-MAa,Master Paper,Clare Killikelly,"German, English",Master's Thesis
Masterarbeit,721-MAa,Master Paper,N/A,German,Master's Thesis
Dekoloniale Ansätze in der Ethnologie,721k149a,Seminar,N/A,German,Decolonial Approaches in Social and Cultural Anthropology
Klang- und Hörkulturen aus ethnologischer Perspektive,721l100a,Seminar,N/A,German,Anthropology of Sound
"Lake Zurich: Drinking Water, Fish Farming and Waste Water Treatment",BIO313,Field Trip,Thomas Posch,German,"BIO 313 Excursion Lake Zurich: Drinking Water, Fish Farming and Waste Water"
Research Project in Synthetic Biology - iGEM competition,BIO400,Sonstiges,Cyril Zipfel,English,BIO 400 Research Project in Synthetic Biology - iGEM competition
DoktorandInnen-Kolloquium Prof. Dr. Daniel Süss,251G934a,Colloquium,Daniel Süss,German,Doctoral Colloquium Prof. Dr. Daniel Süss
DoktorandInnen-Kolloquium Prof. Dr. Mark Eisenegger,251G926a,Colloquium,Mark Eisenegger,German,Doctoral Colloquium Prof. Dr. Mark Eisenegger
DoktorandInnen-Kolloquium Prof. Dr. Nadine Strauss,251G940a,Colloquium,Nadine Strauss,"German, English",Doctoral Colloquium Prof. Dr. Nadine Strauss
DoktorandInnen-Kolloquium Prof. Dr. Michael Latzer,251G931a,Colloquium,Michael Latzer,"German, English",Doctoral Colloquium Prof. Dr. Michael Latzer
DoktorandInnen-Kolloquium Prof. Dr. Natascha K. Just,251G930a,Colloquium,Natascha Katharina Just,German,Doctoral Colloquium Prof. Dr. Natascha Just
DoktorandInnen-Kolloquium Prof. Dr. Eszter Hargittai,251G929a,Colloquium,Eszter Hargittai,English,Doctoral Colloquium Prof. Dr. Eszter Hargittai
DoktorandInnen-Kolloquium Prof. Dr. Thomas N. Friemel,251G928a,Colloquium,Thomas N. Friemel,German,Doctoral Colloquium Prof. Dr. Thomas N. Friemel
DoktorandInnen-Kolloquium Prof. Dr. Frank Esser,251G927a,Colloquium,Frank Esser,"German, English",Doctoral Colloquium Prof. Dr. Frank Esser
DoktorandInnen-Kolloquium Prof. Dr. Mike S. Schäfer,251G932a,Colloquium,Mike Schäfer,"German, English",Doctoral Colloquium Prof. Dr. Mike S. Schäfer
In Mayan Mexico: Change and Continuity in the Chiapas Highlands,721k430b,Field Trip,Werner Bergamin Hertzog,English,In Mayan Mexico: Change and Continuity in the Chiapas Highlands
Uzbekistan: Historical heritage and contemporary challenges,721k442b,Field Trip,N/A,German,Uzbekistan: Historical Heritage and Contemporary Challenges
Selbständig durchgeführte Feldforschung Beginn im Frühlingssemester 2024,721k420b,Selbststudium mit Leistungsnachweis,N/A,German,Individual Fieldwork
Selbständig durchgeführte Feldforschung Beginn im Herbstsemester 2024,721l420a,Selbststudium mit Leistungsnachweis,N/A,German,Individual Fieldwork
"Interuniversitäres Kolloquium Theoretische Philosophie: Begriffe, Ideen, Universalien",160G125a,Colloquium,Anne Meylan,"German, English","Inter-University Colloquium Theoretical Philosophy: Concepts, Ideas, Universals"
Werte und Gründe,160G121a,Colloquium,Christoph Halbig,German,Values and Reasons
Normativity: Epistemic and Ethical,160G118a,Colloquium,Anne Meylan,English,Normativity: Epistemic and Ethical
Theoretical Philosophy,160G120a,Colloquium,Hans-Johann Glock,"German, English",Theoretical Philosophy
Theoretische Philosophie und Geschichte der Philosophie,160G117a,Colloquium,Katia Saporiti,German,Theoretical Philosophy and History of Philosophy
Schriftliche Arbeit lateinische Linguistik,272l604a,Seminararbeit,N/A,"German, English",Written Paper Latin Linguistics
Doktoratskolloquium (Kolb / Maier / Walser),Kolb,Maier,Anne Kolb,"German, English",Doctoral Colloquium (Kolb / Maier / Walser)
Big Data Science in Psychology and Cognitive Neuroscience,200l563a,Seminar,Zofia Baranczuk-Turska,English,Big Data Science in Psychology and Cognitive Neuroscience
Doktoratskolloquium (Koller),600G106a,Colloquium,Christian Koller,German,Doctoral Colloquium (Koller)
Doktoratskolloquium (Teuscher / Zaugg),Teuscher,Colloquium,Simon Teuscher,German,Doctoral Colloquium (Teuscher / Zaugg)
Werkstatt Sozial- und Wirtschaftsgeschichte (Doktoratskolloquium),600G119a,Colloquium,Matthieu Leimgruber,German,Workshop: Social and Economic History (Doctoral Colloquium)
Forum Frühe Neuzeit,600G111a,Colloquium,Francisca Loetz,"German, English",Early Modern Forum
Doktoratskolloquium (Straumann B),600G136a,Colloquium,Benjamin Straumann,German,Doctoral Colloquium (Straumann Benjamin)
Doktoratskolloquium (Sonderegger),600G105a,Colloquium,Stefan Sonderegger,"German, English",Doctoral Colloquium (Sonderegger)
Doktoratskolloquium OEG,600G108a,Colloquium,Peter Collmer,"German, English",Doctoral Colloquium OEG
"Programming for Linguists, Tutorat",271-518b,Tutorat,Philosophische Fakultät N.N.-Dozent,English,Language Data Processing
Motivation Across Adulthood,200l705b,Seminar,Zita Mayer,English,Motivation Across Adulthood
Kolloqium Praktische Philosophie,160G133a,Colloquium,N/A,German,N/A
Psychotherapeutische Methoden imVergleich: Praxisorientiertes Seminar,200l705m,Seminar,Andreas Walther,German,"Psychotherapeutic methods: models, discussions, therapeutic factors"
