Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Mantelstudium: Schwerpunkt ChiropraktikI A,MAS1110,Lecture with Practical Exercises,"Mirjam Baechler, Sarah Filliez, Erman Kücük, Tobias Potthoff, Patricia M. Schaller",German,Elective Module: Focus on chiropractic I A,N/A,N/A,N/A,N/A
MCM2a: Röntgen- Grundlagen und Theorie,CPRA224,Course,Tobias Reckling,German,"Chiropractic Courses MCM2a: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
Sportmedizin,CPPRA230,Lecture with Practical Exercises,"Stefan Fröhlich, Nora Wieloch",German,"Chiropractic Courses MCM2a: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2a: Klinische Neurologie,CPPRA209,Lecture with Practical Exercises,"Susanne Friedl, Luana Nyirö, Jan Rosner, Yulia Valko",German,"Chiropractic Courses MCM2a: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
Mantelstudium: Schwerpunkt ChiropraktikII A,MAS2110,Lecture with Practical Exercises,"Miklos Csato, Eveline Della Casa, Marco Ehrler, Anke Langenfeld Sickendieck",German,Elective Module: Focus on chiropractic II A,N/A,N/A,N/A,N/A
Mantelstudium: Schwerpunkt ChiropraktikIII a,MAS3110,Lecture with Practical Exercises,"Miklos Csato, Eveline Della Casa, Marco Ehrler, Jörg Spörri, Anita Staudenmann",German,Elective Module: Focus on chiropractic III A,N/A,N/A,N/A,N/A
Exkursion ans Stummfilmfestival Zürich,255l019a,Field Trip,Daniel Johannes Wiegand,German,Exkursion ans Stummfilmfestival Zürich,N/A,N/A,N/A,N/A
Bachelor Thesis Literature (Tjon-A-Meeuw),440-BAa,Bachelor Paper,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Short Internship: Englischsprachige Bücher einer historischen Kinderbuchsammlung,440l518a,Praktikum,Olivia Tjon-A-Meeuw,German,Short Internship: English Books in a Historical Children's Book Collection (Partner,N/A,N/A,N/A,N/A
Short Internship: Manuscripts and Monks on Wikipedia (Partner Institution: Stiftsbibliothek St. Gallen),440l519a,Praktikum,Nathalie Meyer,English,Short Internship: Manuscripts and Monks on Wikipedia (Partner Institution:,N/A,N/A,N/A,N/A
Advanced Research Internship in the VARIAGE Project,440l520a,Praktikum,Simone Pfenninger,English,Advanced Research Internship in the VARIAGE Project,N/A,N/A,N/A,N/A
Doctoral Colloquium in Corporate Finance,DOEC1190,Doktorandenseminar,Kjell G. Nyborg,English,Doctoral Colloquium in Corporate Finance II (S) HS24,Friday,Afternoon,14,15
(Wiederholungsprüfung) Fondamenti dilinguistica diacronica edialettologia,410-004a,Repetition exam (same semester),Federica Breimaier,Italian,Introduction to Diachronic Linguistics and Dialectology,N/A,N/A,N/A,N/A
Abaelard und Heloise (Mittellateinische Lektüre),324l600a,Exercise Group,N/A,German,Abelard and Heloise (Medieval Latin Reading Class),N/A,N/A,N/A,N/A
Praktikum SKAN,360l140a,Praktikum,Anna Katharina Richter,German,Praktikum SKAN [s80],N/A,N/A,N/A,N/A
"Klinischer Kurs Innere Medizin, im Spital Region Oberaargau",KUR416LT,Exercise Group,"Claudia Brun del Re, Jowita Bruno, Thomas Künzi, Mia Messi, Andreas Oestmann, Alexander Wenemoser",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Internistischer Gruppenunterricht - stationär, im Spital Region Oberaargau",MED6020f,Kurs,N/A,German,"Clinical Courses V: Anesthesiology and Resuscitation, Surgery, Dermatology, Internal",N/A,N/A,N/A,N/A
Generative KI und visuelle Kultur,255l522a,Colloquium,Roland Meyer,German,Generative KI und visuelle Kultur,Friday,Afternoon,13,15
Kurse Pathologie IV,PAT6050,Klinischer Kurs,"Albert Baschong, Peter Karl Bode, Beata Bode, Catherine Connolly, Marc Emmenegger, Viktoria Szabina Hadnagy, Hanna Honcharova-Biletska, Chiara Adina Hummel, Johann Kristian Ikenberg, Francesca Maria Melega, Holger Moch, Michael Reinehr, Ugur Sahin-Zaugg, Christina Schnoz, Nadezda Velizheva, Viola Vetter, Paulina Volz, Paul Winkelmann",German,"Clinical Courses V: Anesthesiology and Resuscitation, Surgery, Dermatology, Internal",N/A,N/A,N/A,N/A
Masterarbeit,271-MAa,Master Paper,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Einführung in die praktische Philosophie,160-004a,Exercise Group,Aline Rickli,German,Introduction to Practical Philosophy,Friday,Afternoon,14,15
Einführung in die Geschichte der Philosophie,160-009a,Exercise Group,Claire Field,German,Introduction to the history of philosophy,Friday,Morning,8,9
Doktorierendenkolloquium,506G905a,Colloquium,"Silvy Chakkalakal, Moritz Ege, Christine Lötscher, Bernhard Tschofen",German,PhD Colloquium,N/A,N/A,N/A,N/A
Theoretische Philosophie und Geschichte der Philosophie,160-503a,Colloquium,Katia Saporiti,German,Research Colloquium,Friday,Afternoon,14,15
Sozialversicherungsrecht,90WM28-1,Course,"Thomas Gächter, Michael Meier",German,Social Insurance Law,Friday,Morning,10,12
"(G02) Masterarbeitsgruppe ""Entwicklungspsychologie: Erwachsenenalter""",200-901a,Exercise Group,Alexandra M. Freund,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
(G04) Masterarbeitsgruppe «Gerontopsychologie»,200-901a,Exercise Group,"Burcu Demiray, Myrto Dolcetti, Andrea Beatrix Horn Wintsch, Zilla Marie Huber, Minxia Luo, Mike Martin, Susan Mérillat, Sandra Oppikofer, Melanie Stahlmann","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G05) Masterarbeitsgruppe ""Allgemeine Psychologie: Kognition""",200-901a,Exercise Group,Klaus Oberauer,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G06) Masterarbeitsgruppe ""Psychologische Methodenlehre, Evaluation und Statistik""",200-901a,Exercise Group,Carolin Strobl,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G07) Masterarbeitsgruppe ""Klinische Entwicklungspsychologie""",200-901a,Exercise Group,Lilly Shanahan,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G08) Masterarbeitsgruppe ""Methoden der Plastizitätsforschung""",200-901a,Exercise Group,Nicolas Langer,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G09) Masterarbeitsgruppe ""Allgemeine Psychologie: Motivation""",200-901a,Exercise Group,"Sebastian Ferdinand Bürgler, Matthias Forstmann, Miriam Pfister, Julia Katharina Schäfer","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G11) Masterarbeitsgruppe ""Arbeits- und Organisationspsychologie""",200-901a,Exercise Group,"Johanna Bayon, Martin Kleinmann, Barbara Körner, Annika Schmitz-Wilhelmy, Valerie Schröder, Anna Luca Stuart, Nina Wegmann-Beck, Nathalie von Rooy","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G13) Masterarbeitsgruppe ""Angewandte Sozial- und Gesundheitspsychologie""",200-901a,Exercise Group,"Walter Bierbauer, Timon Elmer, Daniel Hausmann-Thürig, Patrick Höhener, Pascal Küng, Konstantin Schenkel, Karoline Villinger","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G14) Masterarbeitsgruppe ""Sozialpsychologie""",200-901a,Exercise Group,"Léïla Eisner, Tabea Hässler, Simone Sebben, Robert Tobias, Johannes Ullrich","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G15) Masterarbeitsgruppe ""Klinische Psychologie mit Schwerpunkt Kinder/Jugendliche und Paare/Familien""",200-901a,Exercise Group,"Guy Bodenmann, Christina Breitenstein, Isabelle Häberling, Elisa Weber, Fabienne Seline Verena Wehrli, Katharina Weitkamp, Natascha Wettstein","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G16) Masterarbeitsgruppe ""KlinischePsychologie &amp; Psychotherapie""",200-901a,Exercise Group,Ulrike Ehlert,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G17) Masterarbeitsgruppe ""Gesundheitspsychologie des Kindes- und Jugendalters""",200-901a,Exercise Group,Markus Andreas Landolt,German,Master's Working Group 1,N/A,N/A,N/A,N/A
"(G18) Masterarbeitsgruppe ""Psychopathologie und Klinische Intervention 1/2""",200-901a,Exercise Group,"Rahel Christina Bachem, David Johannes Eberle, Andreas Maercker, Myriam Thoma, Yucong Wen, Jun Wen","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G19) Masterarbeitsgruppe ""Klinische Psychologie mit Schwerpunkt Psychotherapieforschung""",200-901a,Exercise Group,"Marie Drüge, Savion Hesse, Louisa Jagmetti, Birgit Watzke, Mariia Weber, Markus Wolf","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G20) Masterarbeitsgruppe ""Experimentelle Psychopathologie und Psychotherapie""",200-901a,Exercise Group,Birgit Kleim,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G25) Masterarbeitsgruppe ""Neurolinguistik""",200-901a,Exercise Group,Philosophische Fakultät N.N.-Dozent,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G26) Masterarbeitsgruppe ""Behandlung von Substanzstörungen""",200-901a,Exercise Group,Michael Schaub,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
Research Module 3: Fieldwork,721-553a,Selbststudium mit Leistungsnachweis,N/A,"German, English",Research Module 3: Fieldwork,N/A,N/A,N/A,N/A
Research Module 3: Museum Research,721-554a,Praktikum,N/A,"German, English",Research Module 3: Museum Research,N/A,N/A,N/A,N/A
Research Module 3: Extended Literature Research,721-555a,Selbststudium mit Leistungsnachweis,N/A,"German, English",Research Module 3: Extended Literature Research,N/A,N/A,N/A,N/A
"«Bibliothek zur glücklichen Zukunft» – Ethnologie, Engagement, Zürich",721k476a,Seminar,N/A,German,"„Towards a Happy Future"" - Anthropology, Engagement, Zurich",N/A,N/A,N/A,N/A
Praktikum in einem Anwendungsbereich der Ethnologie  Beginn im Frühlingssemester 2024,721k475b,Praktikum,N/A,German,Internship in Applied Social Anthropology,N/A,N/A,N/A,N/A
Praktikum in einem Anwendungsbereich der Ethnologie  Beginn im Herbstsemester 2024,721l475a,Praktikum,N/A,German,Internship in Applied Social Anthropology,N/A,N/A,N/A,N/A
Fallbearbeitung im Öffentlichen Recht Gruppe 1,90PM5-1,Hausarbeit,Oliver Diggelmann,German,Case Studies in Public Law,N/A,N/A,N/A,N/A
Fallbearbeitung im Öffentlichen Recht Gruppe 2,90PM5-1,Hausarbeit,Johannes Reich,German,Case Studies in Public Law,N/A,N/A,N/A,N/A
Fallbearbeitung im Öffentlichen Recht Gruppe 3,90PM5-1,Hausarbeit,Giovanni Biaggini,German,Case Studies in Public Law,N/A,N/A,N/A,N/A
"(G29) Masterarbeitsgruppe ""Forschung in der kli. Bio- und Neuropsychologie""",200-901a,Exercise Group,Boris B. Quednow,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G31) Masterarbeitsgruppe ""Neuropsychologie sozialer Kognition""",200-901a,Exercise Group,Hennric Jokeit,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G33) Masterarbeitsgruppe ""Forschungsmethoden, Entwicklung und Diversität des Lernens""",200-901a,Exercise Group,Peter Klaver,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G36) Masterarbeitsgruppe ""Entwicklung des Gehirns""",200-901a,Exercise Group,Nora M. Raschle,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G37) Masterarbeitsgruppe ""Differentielle Psychologie und Diagnostik""",200-901a,Exercise Group,Wiebke Bleidorn,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G38) Masterarbeitsgruppe ""Persönlichkeitspsychologie""",200-901a,Exercise Group,Christopher Hopwood,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G39) Masterarbeitsgruppe ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-901a,Exercise Group,Amber Gayle Thalmayer,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G40) Masterarbeitsgruppe ""Current topics in cognitive and behavioral decision research""",200-901a,Exercise Group,Renato Frey,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G41) Masterarbeitsgruppe ""Evolutionary Neuroscience of Language""",200-901a,Exercise Group,Martin Meyer,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G42) Masterarbeitsgruppe""Neuropschologie und KognitiveNeurowissenschaft""",200-901a,Exercise Group,"Larissa Behnke, Charline Peylo, Paul Sauseng, Yifan Zeng",German,Master's Working Group 1,N/A,N/A,N/A,N/A
"(G43) Masterarbeitsgruppe „Sozial- und Wirtschaftspsychologie""",200-901a,Exercise Group,"Jörg Gross, Martin Götz, Katharina Reher, Filippo Toscano","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G44) Masterarbeitsgruppe „Angewandte Teamforschung""",200-901a,Exercise Group,Jan Schmutz-Henestrosa,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
Thomas Reid,160l021a,Seminar,Nicole Dolby-Rathgeb,English,Thomas Reid,Friday,Afternoon,12,13
Einführung in Hegels Ästhetik,160l022a,Seminar,Christoph Halbig,German,An Introduction to Hegel's Aesthetics,Friday,Morning,8,9
Platon: Selbstsorge und Selbsterkenntnis,160l024a,Seminar,Sebastian Florian Weiner,German,Plato: self-knowledge and self-care,Friday,Afternoon,12,15
Privatautonomie im Schuldrecht - Grenzen der Vertragsfreiheit Gruppe 1,120PS-1,Proseminar,Rechtswissensch. Fakultät N.N.-Dozent,German,Proseminar,Friday,Morning,8,9
Privatautonomie im Schuldrecht - Grenzen der Vertragsfreiheit Gruppe 2,120PS-1,Proseminar,Rechtswissensch. Fakultät N.N.-Dozent,German,Proseminar,Friday,Morning,8,9
Privatautonomie im Schuldrecht - Grenzen der Vertragsfreiheit Gruppe 3,120PS-1,Proseminar,Rechtswissensch. Fakultät N.N.-Dozent,German,Proseminar,Friday,Morning,8,9
Privatautonomie im Schuldrecht - Grenzen der Vertragsfreiheit Gruppe 4,120PS-1,Proseminar,Rechtswissensch. Fakultät N.N.-Dozent,German,Proseminar,Friday,Morning,8,9
Seminar: Willem C. Vis International Commercial Arbitration Moot 2024/2025,90MC2-1,Seminar,"Francesca Valentina Borio, Helmut Heiss, Johannes Landbrecht, Leander D. Loacker, Paschal Maher, Nino Sievi, David Adrian Wohlgemuth",German,Seminar: Willem C. Vis International Commercial Arbitration Moot,N/A,N/A,N/A,N/A
Seminar: John H. Jackson Moot Court Competition,90MC5-1,Seminar,"Matthias Oesch, Johannes Rohrmann",German,John H. Jackson Moot Court Competition,N/A,N/A,N/A,N/A
Schriftliche Arbeit griechische Linguistik,272l603a,Seminararbeit,N/A,"German, English",Written Paper Greek Linguistics,N/A,N/A,N/A,N/A
Grenzen des ethischen Universalismus,160l027a,Seminar,Anna Deplazes Zemp,German,The limits of ethical universalism,Friday,Afternoon,16,18
Die Metaphysik des Todes,160l035a,Seminar,Anne Meylan,German,The Metaphysics of Death,Friday,Morning,10,12
Publication Seminar,615G941a,Seminar,Silja Häusermann,"German, English",Publication Seminar,Friday,Afternoon,13,14
Doktorandenretraite,721G910a,Seminar,"Annuska Derks, Peter Finke, Mareile Flitsch, Johannes Quack, Gabriel Scheidecker",English,Doctoral Retreat,N/A,N/A,N/A,N/A
Doktorandenwerkstatt,721G911a,Seminar,Esther Leemann,English,Doctoral Workshop,N/A,N/A,N/A,N/A
"(G06) Forschungskolloquium ""Psychologische Methodenlehre, Evaluation und Statistik""",200-902a,Colloquium,Carolin Strobl,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G09) Forschungskolloquium ""Allgemeine Psychologie: Motivation""",200-902a,Colloquium,Veronika Brandstätter-Morawietz,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G25) Forschungskolloquium ""Neurolinguistik""",200-902a,Colloquium,Philosophische Fakultät N.N.-Dozent,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G26)(G29) Forschungskolloquium ""Substanzstörungen""",200-902a,Colloquium,"Boris B. Quednow, Michael Schaub",German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G30) Forschungskolloquium ""Sozialpsychologie""",200-902a,Colloquium,Michael Siegrist,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G31) Forschungskolloquium ""Neuropsychologie sozialer Kognition""",200-902a,Colloquium,Hennric Jokeit,German,Research Colloquium 1,N/A,N/A,N/A,N/A
Fachüberblick Filmwissenschaft,255-501a,Selbststudium mit Leistungsnachweis,Fabienne Liptay,German,Film Studies Overview,N/A,N/A,N/A,N/A
Fachüberblick Filmwissenschaft,255-501a,Selbststudium mit Leistungsnachweis,Volker Pantenburg,German,Film Studies Overview,N/A,N/A,N/A,N/A
Fachüberblick Filmwissenschaft,255-501a,Selbststudium mit Leistungsnachweis,Josephine Diecke,German,Film Studies Overview,N/A,N/A,N/A,N/A
Fachüberblick Filmwissenschaft,255-501a,Selbststudium mit Leistungsnachweis,Daniel Johannes Wiegand,German,Film Studies Overview,N/A,N/A,N/A,N/A
Bachelorarbeit,255-BAa,Bachelor Paper,Fabienne Liptay,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,255-BAa,Bachelor Paper,Volker Pantenburg,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,255-BAa,Bachelor Paper,Josephine Diecke,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,255-BAa,Bachelor Paper,Daniel Johannes Wiegand,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Die selbstkritische Schweiz: Neuere und ältere filmische Blicke,255l004a,Seminar,Marcy Goldberg,German,Die selbstkritische Schweiz: Neuere und ältere filmische Blicke,Friday,Afternoon,12,15
"(G33) Forschungskolloquium ""Forschungsmethoden, Entwicklung und Diversität des Lernens""",200-902a,Colloquium,Peter Klaver,German,Research Colloquium 1,N/A,N/A,N/A,N/A
Exkursion an die Internationalen Kurzfilmtage Winterthur,255l005a,Field Trip,Jan Sahli,German,Exkursion an die Internationalen Kurzfilmtage Winterthur,N/A,N/A,N/A,N/A
Praktikum extern,255l007a,Praktikum,Babylonia Constantinides Tank,German,Praktikum extern,N/A,N/A,N/A,N/A
Moralischer Realismus - aktuelle Beiträge,160l522a,Seminar,Christoph Halbig,German,Moral Realism,Friday,Morning,10,12
Thematische Arbeitsgruppe Gender Studies,245G203a,Sonstiges,Katrin Meyer,German,Working Group Gender Studies,N/A,N/A,N/A,N/A
Masterclass Ruha Benjamin,245G224a,Sonstiges,Katrin Meyer,English,Masterclass Ruha Benjamin,N/A,N/A,N/A,N/A
Normative Fähigkeiten,163l505a,Seminar,Philipp Reichling,German,Normative Powers,Friday,Afternoon,14,15
"(G36) Forschungskolloquium „Entwicklung des Gehirns""",200-902a,Colloquium,Nora M. Raschle,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G39) Forschungskolloquium ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-902a,Colloquium,Amber Gayle Thalmayer,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"(G41) Forschungskolloquium ""Evolutionary Neuroscience of Language""",200-902a,Colloquium,Martin Meyer,German,Research Colloquium 1,N/A,N/A,N/A,N/A
Einführung in die Arbeit mit ethnologischen Texten Übungsgruppe E,721-002e,Exercise Group,Désirée Gmür,German,Working with Anthropological Texts,Friday,Morning,10,12
Einführung in die Arbeit mit ethnologischen Texten Tutorat E,721-002e,Tutorat,Ann Forster,German,Working with Anthropological Texts,Friday,Afternoon,12,13
Bachelorarbeit,721-BAa,Bachelor Paper,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G45) Masterarbeitsgruppe ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-901a,Exercise Group,Mariëtte van Loon,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G46) Masterarbeitsgruppe ""Klinische Intervention und Global Mental Health""",200-901a,Exercise Group,Clare Killikelly,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"(G45) Forschungskolloquium ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-902a,Colloquium,Mariëtte van Loon,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
"(G46) Forschungskolloquium ""Klinische Intervention und Global Mental Health""",200-902a,Colloquium,Clare Killikelly,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
Themen der japanischen Philologie (Proseminar),290-023a,Seminar,N/A,German,Issues in Japanese Philology (Proseminar),N/A,N/A,N/A,N/A
"(G01) Masterprüfung ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-909a,Selbststudium mit Leistungsnachweis,Moritz Daum,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G02) Masterprüfung ""Entwicklungspsychologie: Erwachsenenalter""",200-909a,Selbststudium mit Leistungsnachweis,Alexandra M. Freund,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G04) Masterprüfung ""Gerontopsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Mike Martin,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G05) Masterprüfung ""Allgemeine Psychologie: Kognition""",200-909a,Selbststudium mit Leistungsnachweis,Klaus Oberauer,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G06) Masterprüfung ""Psychologische Methodenlehre, Evaluation und Statistik""",200-909a,Selbststudium mit Leistungsnachweis,Carolin Strobl,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G07) Masterprüfung ""Klinische Entwicklungspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Lilly Shanahan,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G08) Masterprüfung ""Methoden der Plastizitätsforschung""",200-909a,Selbststudium mit Leistungsnachweis,Nicolas Langer,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G09) Masterprüfung ""Allgemeine Psychologie: Motivation""",200-909a,Selbststudium mit Leistungsnachweis,Veronika Brandstätter-Morawietz,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G11) Masterprüfung ""Arbeits- und Organisationspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Martin Kleinmann,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G13) Masterprüfung ""Angewandte Sozial- und Gesundheitspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Urte Scholz,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G14) Masterprüfung ""Sozialpsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Johannes Ullrich,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G15) Masterprüfung ""Klinische Psychologie Kinder/Jugendliche und Paare/Familien""",200-909a,Selbststudium mit Leistungsnachweis,Guy Bodenmann,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G16) Masterprüfung ""Klinische Psychologie und Psychotherapie""",200-909a,Selbststudium mit Leistungsnachweis,Ulrike Ehlert,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G17) Masterprüfung ""Gesundheitspsychologie des Kindes- und Jugendalters""",200-909a,Selbststudium mit Leistungsnachweis,Markus Andreas Landolt,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G18) Masterprüfung ""Psychopathologie und Klinische Intervention""",200-909a,Selbststudium mit Leistungsnachweis,Andreas Maercker,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G19) Masterprüfung ""Klinische Psychologie mit Schwerpunkt Psychotherapieforschung""",200-909a,Selbststudium mit Leistungsnachweis,Birgit Watzke,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G20) Masterprüfung ""Experimentelle Psychopathologie und Psychotherapie""",200-909a,Selbststudium mit Leistungsnachweis,Birgit Kleim,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G36) Masterprüfung ""Entwicklung des Gehirns""",200-909a,Selbststudium mit Leistungsnachweis,Nora M. Raschle,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G37) Masterprüfung ""Differentielle Psychologie und Diagnostik""",200-909a,Selbststudium mit Leistungsnachweis,Wiebke Bleidorn,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G38) Masterprüfung ""Persönlichkeitspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Christopher Hopwood,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G39) Masterprüfung ""Persönlichkeit und psychische Gesundheit im interkulturellen Kontext""",200-909a,Selbststudium mit Leistungsnachweis,Amber Gayle Thalmayer,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G40) Masterprüfung ""Current topics in cognitive and behavioral decision research""",200-909a,Selbststudium mit Leistungsnachweis,Renato Frey,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G41) Masterprüfung ""Evolutionary Neuroscience of Language """,200-909a,Selbststudium mit Leistungsnachweis,Martin Meyer,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G42) Masterprüfung ""Neuropsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Paul Sauseng,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G43) Masterprüfung ""Sozial- und Wirtschaftspsychologie""",200-909a,Selbststudium mit Leistungsnachweis,Jörg Gross,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G44) Masterprüfung ""Angewandte Teamforschung""",200-909a,Selbststudium mit Leistungsnachweis,Jan Schmutz-Henestrosa,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G45) Masterprüfung ""Metakognitive Entwicklung von Kindern und Jugendlichen""",200-909a,Selbststudium mit Leistungsnachweis,Mariëtte van Loon,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"(G46) Masterprüfung ""Klinische Intervention und Global Mental Health""",200-909a,Selbststudium mit Leistungsnachweis,Clare Killikelly,"German, English",Master's Exam,N/A,N/A,N/A,N/A
Study of religions based didactics: Fromresearch to education practices,56SS003,Seminar,"Arnd Brandl, Philipp Hetmanczyk",German,Religionswissenschaftliche Fachdidaktik: Normativität und Ethik im religionskundlichen,Friday,Morning,10,12
Forschungswerkstatt Geistes- und Sozialwissenschaften,306G203a,Sonstiges,Tobias Heinzelmann,"German, English",PhD Working Group Arts and Social Sciences,N/A,N/A,N/A,N/A
"(G01) Bachelorarbeit ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-BAa,Bachelor Paper,Moritz Daum,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G02) Bachelorarbeit ""Entwicklungspsychologie: Erwachsenenalter""",200-BAa,Bachelor Paper,Alexandra M. Freund,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G04) Bachelorarbeit ""Gerontopsychologie""",200-BAa,Bachelor Paper,Mike Martin,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G05) Bachelorarbeit ""Allgemeine Psychologie: Kognition""",200-BAa,Bachelor Paper,Klaus Oberauer,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G07) Bachelorarbeit ""Klinische Entwicklungspsychologie""",200-BAa,Bachelor Paper,Lilly Shanahan,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G08) Bachelorarbeit ""Methoden der Plastizitätsforschung""",200-BAa,Bachelor Paper,Nicolas Langer,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"(G09) Bachelorarbeit ""Allgemeine Psychologie: Motivation""",200-BAa,Bachelor Paper,Veronika Brandstätter-Morawietz,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
