Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
(Wiederholungsprüfung) Historische Sprachstufen: Einführung ins Altsächsische,360-306a,Examination,Mirjam Marti Heinzle,German,Historical languages: Introduction to Old Saxon,Tuesday,Afternoon,16.25,18.0
"Fundamentals of Chemistry, Part 2: Organic Chemistry: Bond with the Molecules of Life!",CHE102.1,Course,Michal Juricek,English,"CHE 102 Fundamentals of Chemistry, Part 2: Organic Chemistry: Bond with the",Monday,Morning,10.25,12.0
"Exercises Fundamentals of Chemistry, Part 2: Organic Chemistry: Bond with the Molecules",CHE102.2,Exercise Group,Michal Juricek,"English, German","CHE 102 Fundamentals of Chemistry, Part 2: Organic Chemistry: Bond with the",Thursday,Morning,10.25,12.0
Organic Chemistry II: Navigating the Molecular Matrix,CHE204.1,Lecture with Practical Exercises,Karl Gademann,English,CHE 204 Organic Chemistry II: Navigating the Molecular Matrix,Monday,Morning,8.0,9.75
Grundlagen der kognitiven Semantik,360-542a,Seminar,Marie-Luis Merten,German,Linguistic Methods,Tuesday,Afternoon,12.25,13.75
Laboratory Course in Physical Chemistry for the Life Sciences,CHE153.1,Practical Training,Georg Artus,"German, English",CHE 153 Laboratory Course in Physical Chemistry for the Life Sciences,Tuesday,Afternoon,13.0,17.0
Physical Chemistry II for the Life Sciences,CHE155.1,Course,Georg Artus,German,CHE 155 Physical Chemistry II for the Life Sciences,Tuesday,Morning,10.25,12.0
Meisterklasse Sprachgeschichte: Syntax,360-543a,Seminar,Guido Seiler,German,Change and variation: structural aspects,Thursday,Morning,10.25,12.0
Exercises Physical Chemistry II for the Life Sciences,CHE155.2,Exercise Group,Georg Artus,"German, English",CHE 155 Physical Chemistry II for the Life Sciences,Thursday,Afternoon,12.25,13.0
Exercises Physical Chemistry II for the Life Sciences,CHE155.2,Exercise Group,Georg Artus,"German, English",CHE 155 Physical Chemistry II for the Life Sciences,Wednesday,Afternoon,14.0,15.0
Research Seminar: Current Challenges in Organic Chemistry,CHE814.1,Seminar,"Karl Gademann, Cristina Nevado Blazquez, Ilija Coric, Nina Hartrampf, Michal Juricek, Laurent Bigler, Oliver Zerbe, Peter Stacko",English,CHE 814 Research Seminar: Current Challenges in Organic Chemistry,N/A,N/A,N/A,N/A
Research Seminar in Chemical Biology,CHE815.1,Seminar,Pablo Marcelo Rivera Fuentes,English,CHE 815 Research Seminar in Chemical Biology,Thursday,Afternoon,16.0,17.0
Chemistry &amp; Business Studies II,WCH402.1,Lecture with Practical Exercises,"Stefan Seeger, Celine Büchel, Kerstin Hirsch, Sandro Vicente Olveira","German, English",WCH 402 Chemistry &amp; Business Studies II,Friday,Afternoon,13.0,17.0
Industrial Internship,WCH403.1,Practical Training,"Stefan Seeger, Sandro Vicente Olveira",German,WCH 403 Industrial Internship,N/A,N/A,N/A,N/A
Chemistry &amp; Business Studies IV,WCH405.1,Lecture with Practical Exercises,"Stefan Seeger, Daniel Siegfried Christen, Fabiano Mario Cusmano, Sandro Vicente Olveira",German,WCH 405 Chemistry &amp; Business Studies IV,Tuesday,Afternoon,14.0,17.5
Historisch-soziolinguistische Variationsforschung am Beispiel des Niederländischen,360-505a,Seminar,Andreas Krogull,German,Variational Linguistics of Dutch,Thursday,Afternoon,12.25,13.75
Sterben und Recycling in der Morphosyntax der germanischen Sprachen,360-506a,Seminar,Stefan Savic,German,Struktur der germanischen Sprachen im Vergleich,Wednesday,Afternoon,14.0,15.75
Griechische Sprachübungen II,321-006a,Exercise Group,Nicola Nina Schmid-Dümmler,German,Greek Prose Composition II,Monday,Morning,8.0,9.75
Übersetzungskompetenz (Akzess Griechisch),321-007a,Independent Study,Gunther Martin,German,Greek Translation Skills,N/A,N/A,N/A,N/A
Vertiefung griechische Sprachgeschichte (grosser Aufwand),321-501a,Independent Study,Florian Sommer,German,Special Subject in Greek Linguistics (Increased Workload),N/A,N/A,N/A,N/A
Vertiefung griechische Sprachgeschichte (mittlerer Aufwand),321-502a,Independent Study,Florian Sommer,German,Special Subject in Greek Linguistics (Moderate Workload),N/A,N/A,N/A,N/A
Lektürekompetenz in griechischer Literatur,321-503a,Independent Study,Gunther Martin,German,Reading Skills in Greek Literature,N/A,N/A,N/A,N/A
Ma-Seminararbeit griechische Literatur,321-504a,Independent Study,Gunther Martin,German,"Term Paper (MA Seminar, Greek Literature)",N/A,N/A,N/A,N/A
Vertiefung griechische Literaturgeschichte (grosser Aufwand),321-505a,Independent Study,Gunther Martin,German,Special Subject in Greek Literary History (Increased Workload),N/A,N/A,N/A,N/A
Vertiefung griechische Literaturgeschichte (mittlerer Aufwand),321-506a,Independent Study,Gunther Martin,German,Special Subject in Greek Literary History (Moderate Workload),N/A,N/A,N/A,N/A
Bachelorarbeit,321-BAa,Student Work,"Gunther Martin, Florian Sommer",German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,321-MAa,Student Work,"Gunther Martin, Florian Sommer",German,Master's Thesis,N/A,N/A,N/A,N/A
Lehrdichtung (Vorlesung griechische Literatur),321k001a,Course,Gunther Martin,German,Didactic Poetry (Lecture Greek Literature),Wednesday,Afternoon,14.0,15.75
Microeconomics for Research Students Part II (Ph.D.) (L+E),DOEC0469,Course,"Christian Ewerhart, Marek G. Pycia",English,Microeconomics for Research Students Part II (Ph.D.) (L+E),Wednesday,Morning,10.25,12.0
Microeconomics for Research Students Part II (Ph.D.) (L+E),DOEC0469,Exercise Group,"Benjamin Alessandro Riva, Daphne Mary Rutnam",English,Microeconomics for Research Students Part II (Ph.D.) (L+E),Tuesday,Morning,10.25,12.0
Quantitative Finance (L),22MO0015,Course,Erich Walter Farkas,English,Quantitative Finance (L+E),Monday,Morning,10.25,12.0
Quantitative Finance (E),22MO0015,Exercise Group,"Patrick Matei Lucescu, Fabian Simon Sandmeier",English,Quantitative Finance (L+E),Wednesday,Afternoon,14.0,15.75
Investments – Selected Quantitative Tools (L),22MO0108,Course,Matthias Feiler,English,Investments – Selected Quantitative Tools (L),Friday,Afternoon,12.25,13.75
The Risk and Finance Lab (S),22MO0109,Seminar,"Ioannis Akkizidis, Willi Brammertz",English,The Risk and Finance Lab (S),Friday,Morning,8.0,12.0
Corporate Risk and Resilience - how future leaders can navigate the risk landscape (L),22MO0110,Course,"Christina Börner, Ivo Hoppler",English,Corporate Risk and Resilience - how future leaders can navigate the risk landscape (L),Monday,Afternoon,12.25,13.75
Derivatives portfolio valuations: advanced computational methods for real world business,applications22MO0111,Lecture with Practical Exercises,"Fabrizio Anfuso, André Süss",English,Derivatives portfolio valuations: advanced computational methods for real world,Monday,Morning,9.0,12.0
Crunchpoints in seriously large banking/payment-IT-projects (L+E),22MO0126,Lecture with Practical Exercises,Thomas Grechenig,English,Crunchpoints in seriously large banking/payment-IT-projects (L+E),Friday,Morning,10.0,18.0
"Hesiod, Werke und Tage (Proseminar griechische Literatur)",321k003a,Seminar,Gunther Martin,German,"Hesiod, Works and Days (Proseminar Greek Literature)",Thursday,Afternoon,12.25,13.75
Arat (Seminar griechische Literatur),321k004a,Seminar,Gunther Martin,German,Aratus (Seminar Greek Literature),Thursday,Afternoon,14.0,15.75
Griechische Stilübungen,321k005a,Exercise Group,Nicola Nina Schmid-Dümmler,German,Advanced Greek Prose Composition,Monday,Morning,10.25,11.0
"Platon, Protagoras (Griechische kursorische Lektüre)",321k006a,Exercise Group,Michèle Nadine Schlager,German,"Plato, Protagoras (Greek Reading Class)",Friday,Morning,10.25,12.0
Griechische Übersetzungsübungen,321k007a,Exercise Group,Michèle Nadine Schlager,German,Translating Class (from Greek),Friday,Afternoon,12.25,13.75
Vertiefung griechische Lektürekompetenz (grosser Aufwand),321k008a,Independent Study,Gunther Martin,German,Improvement of Greek Reading Skills (Increased Workload),N/A,N/A,N/A,N/A
Vertiefung griechische Lektürekompetenz (mittlerer Aufwand),321k009a,Independent Study,Gunther Martin,German,Improvement of Greek Reading Skills (Moderate Workload),N/A,N/A,N/A,N/A
Introductory course on Hinduism,56LB010,Tutorial,Rafael Walthert,German,RT Introductory course on Hinduism,Tuesday,Afternoon,16.25,18.0
PhD Course: Topics in Experimental and Behavioral Economics (L),DOEC0596,Course,Ernst Fehr,English,PhD Course: Topics in Experimental and Behavioral Economics (L+E),Friday,Morning,8.0,12.0
PhD Course: Topics in Experimental and Behavioral Economics (E),DOEC0596,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,English,PhD Course: Topics in Experimental and Behavioral Economics (L+E),N/A,N/A,N/A,N/A
Behavioral Lab Meeting (S),DOEC0764,Seminar,"Björn Bartling, Ernst Fehr, Roberto A. Weber, Sandro Ambühl, Ana Costa-Ramon",English,Behavioral Lab Meeting (S),Thursday,Afternoon,12.0,13.5
Firms in Trade and Macro (L),22MO0112,Course,Alessandro Ferrari,English,Firms in Trade and Macro (L+E),Wednesday,Afternoon,16.25,18.0
Firms in Trade &amp; Macro (E),22MO0112,Exercise Group,Elie Jean Gerschel,English,Firms in Trade and Macro (L+E),Tuesday,Afternoon,16.25,18.0
Macroeconomics for Research Students Part II (Ph.D.) (L+E),DOEC0500,Course,"Alessandro Ferrari, Christoph Winter",English,Macroeconomics for Research Students Part II (Ph.D.) (L+E),Tuesday,Afternoon,14.0,15.75
Macroeconomics for Research Students Part II (Ph.D.) (L+E),DOEC0500,Exercise Group,"Jan Philipp Ringling, Claudine Lara Schwarzenbach",English,Macroeconomics for Research Students Part II (Ph.D.) (L+E),Thursday,Morning,10.25,12.0
Chemistry of Metals in Life Processes,CHE324.1,Lecture with Practical Exercises,"Eva Freisinger Sigel, Felix Hubertus Zelder","German, English",CHE 324 Chemistry of Metals in Life Processes,Monday,Afternoon,13.0,14.75
Solid State and Materials Chemistry,CHE325.1,Lecture with Practical Exercises,"Greta R. Patzke, Carlos Augusto Triana Estupinan","German, English",CHE 325 Solid State and Materials Chemistry,Wednesday,Morning,10.25,12.0
Radiochemistry,CHE438.1,Lecture with Practical Exercises,"Jason Philip Holland, Henrik Braband",English,CHE 438 Radiochemistry,Tuesday,Afternoon,13.0,14.75
"Seminar ""Governance""",22BO0076,Seminar,"Egon-Peter Franck, Norina Anna Furrer, Fabienne Jedelhauser",German,"Seminar ""Governance""",Monday,Afternoon,16.25,18.0
Weiterführende Themen des Strategischen Managements (L) (Advanced Topics in,22MO0113,Course,Egon-Peter Franck,German,Weiterführende Themen des Strategischen Managements (L) (Advanced Topics in,Monday,Afternoon,14.0,15.75
Non-Routine Spectroscopical Methods and Their Application in Structural and,StudiesCHE712.1,Course,Thomas Fox,"English, German",CHE 712 Non-Routine Spectroscopical Methods and Their Application in Structural,Wednesday,Afternoon,12.25,13.0
Management and Marketing in the Entertainment Industry (L),22MO0116,Course,Leif Brandes,English,Management and Marketing in the Entertainment Industry (L),Wednesday,Morning,10.25,12.0
Photochemistry in Synthesis,CHE746.1,Lecture with Practical Exercises,"Jason Philip Holland, Peter Stacko",English,CHE 746 Photochemistry in Synthesis,Thursday,Afternoon,15.0,17.0
Grosse schriftliche Arbeit griechische Literatur,321k010a,Independent Study,Gunther Martin,German,"Term Paper (Long, Greek Literature)",N/A,N/A,N/A,N/A
Kleine schriftliche Arbeit griechische Literatur,321k011a,Independent Study,Gunther Martin,German,"Term Paper (Short, Greek Literature)",N/A,N/A,N/A,N/A
Grosse schriftliche Arbeit griechische Linguistik,321k012a,Independent Study,Florian Sommer,German,"Term Paper (Long, Greek Linguistics)",N/A,N/A,N/A,N/A
Kleine schriftliche Arbeit griechische Linguistik,321k013a,Independent Study,Florian Sommer,German,"Term Paper (Short, Greek Linguistics)",N/A,N/A,N/A,N/A
Einführung in die griechische Metrik,321k014a,Exercise Group,Fabian Zogg,German,Introduction to Greek Metre,Tuesday,Afternoon,12.25,13.75
Griechische Dialekte,321k019a,Seminar,Florian Sommer,German,Basic Greek Linguistics,Tuesday,Afternoon,16.25,18.0
Applied Sports Research (S),22MO0117,Seminar,"Paolo Bizzozero, Philippe Dominique Meier",English,Applied Sports Research (S),Wednesday,Afternoon,16.25,18.0
Doktorandenseminar: Unternehmensstrategien (Doctoral Seminar Corporate Strategies),DOEC0052,Seminar,Egon-Peter Franck,German,Doktorandenseminar: Unternehmensstrategien (Doctoral Seminar Corporate,N/A,N/A,N/A,N/A
Software Engineering Lab (Softwarepraktikum),22BI0012,Practical Training,Thomas Fritz,English,Software Engineering Lab (Softwarepraktikum),Monday,Morning,8.0,9.75
Software Engineering (L+E),22BI0011,Lecture with Practical Exercises,Thomas Fritz,English,Software Engineering (L+E),Wednesday,Morning,10.25,12.0
Advanced concepts of Physical Chemistry I,CHE326.1,Lecture with Practical Exercises,"Stefan Seeger, Georg Artus, Sebastian Siol","German, English",CHE 326 Advanced concepts of Physical Chemistry I,Tuesday,Morning,8.0,12.0
Advanced concepts of Physical Chemistry II: Statistical Mechanics and Molecular,SimulationsCHE327.1,Lecture with Practical Exercises,"Jürg Hutter, Marcella Mauri-Iannuzzi",English,CHE 327 Advanced concepts of Physical Chemistry II,Tuesday,Morning,8.0,12.0
Harmonic Chemistry,CHE731.1,Lecture with Practical Exercises,Andreas Borgschulte,"English, German",CHE 731 Harmonic Chemistry,Friday,Afternoon,13.0,14.75
Seminar: Advanced Software Engineering (MSc),22MIS010,Seminar,"Harald Gall, Carol Alexandru",English,Seminar: Advanced Software Engineering (MSc),Wednesday,Afternoon,12.25,13.75
Seminar: Advanced Software Engineering (BSc),22BIS010,Seminar,"Harald Gall, Carol Alexandru",English,Seminar: Advanced Software Engineering (BSc),Wednesday,Afternoon,12.25,13.75
Advanced Software Engineering (L+E),22MI0026,Lecture with Practical Exercises,"Harald Gall, Carol Alexandru",English,Advanced Software Engineering (L+E),Monday,Afternoon,12.25,13.75
Brand Management in the Digital Age (VU),22MO0118,Lecture with Practical Exercises,Andrea Giuffredi-Kähr,German,Brand Management in the Digital Age (VU),Wednesday,Morning,10.25,12.0
Managementvergütung und Anreizsysteme (VU) (Executive Compensation and Incentive,22MO0172,Lecture with Practical Exercises,Robert F. Göx,German,Managementvergütung und Anreizsysteme (VU) (Executive Compensation and,Monday,Afternoon,14.0,18.0
Doctoral Seminar in Accounting Research (S),DOEC0574,Seminar,"Hui Chen, Robert F. Göx, David Oesch, Dieter Pfaff",English,Doctoral Seminar in Accounting Research (S),N/A,N/A,N/A,N/A
"Research Seminar in Accounting, Auditing &amp; Governance (S)",DOEC0523,Seminar,"Hui Chen, Egon-Peter Franck, Robert F. Göx, David Oesch, Dieter Pfaff, Alexander Florian Wagner, Reto Eberle",English,"Research Seminar in Accounting, Auditing &amp; Governance (S)",Tuesday,Afternoon,16.25,18.0
Managerial and Tax Aspects of Transfer Pricing (S),22MO0206,Seminar,Robert F. Göx,English,Managerial and Tax Aspects of Transfer Pricing (S),Wednesday,Afternoon,14.0,18.0
Deep Learning for Doctoral Students (L),DINF1131,Course,Manuel Günther,English,Deep Learning for Doctoral Students (L),Friday,Morning,8.25,9.75
Deep Learning (L+E),22MI0027,Lecture with Practical Exercises,Manuel Günther,English,Deep Learning (L+E),Friday,Morning,8.25,11.75
Unternehmensbewertung und M&amp;A (L+E) (Valuation of the firm and M&amp;A),22BO0078,Lecture with Practical Exercises,Richard Schindler,German,Unternehmensbewertung und M&amp;A (L+E) (Valuation of the firm and M&amp;A),Monday,Morning,10.25,12.0
Forschungskolloquium,321k501a,Colloquium,N/A,German,Research Colloquium,N/A,N/A,N/A,N/A
Griechische Sprachkompetenzprüfung für das Lehrdiplom,321k502a,Independent Study,Gunther Martin,German,Greek Language Skills for the Teaching Diploma,N/A,N/A,N/A,N/A
Grundlagenlektüre Altertumswissenschaften,322-002a,Independent Study,Andreas Victor Walser,German,Basic Modern Readings in Ancient Studies,N/A,N/A,N/A,N/A
Satzlehre II,760-005a,Exercise Group,Angelika Eva Moths,German,Music Theory II,Friday,Morning,8.0,12.0
Eine kurze Geschichte der Sonate,760-006a,Seminar,Inga Mai Groote,German,Introduction to Musical Analysis,Wednesday,Afternoon,14.0,15.75
Masterprüfung,760-501a,Independent Study,"Inga Mai Groote, Laurenz Lütteken",German,Master's Exam,N/A,N/A,N/A,N/A
Bachelorarbeit,760-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"Cell Death, Inflammation and Immunity",BIO431,Block Course,"Nicole Christine Joller, Didier Surdez, Beat Christian Bornhauser, Marco Wachtel, Mathias Hauri-Hohl, Mark Mellett, Wendy Wei-Lynn Wong",English,"BIO 431 Cell Death, Inflammation and Immunity",Thursday,Morning,8.0,17.0
Neuroscience block course,BIO628,Block Course,"Adriano Aguzzi, Sebastian Jessberger, Klaas Enno Stephan, Hanns U. Zeilhofer, Melanie Greter, Theofanis Karayannis, Martin Müller, Magdalini Polymenidou, Susanne Wegener, David P. Wolfer, Simone Alexandra Hornemann, Christian Tackenberg, Annika Keller",English,BIO 628 Neuroscience course,Wednesday,Morning,8.0,17.0
Masterarbeit,760-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Phantastik der Beglaubigung,360-510a,Seminar,Mireille Schnyder,German,Cultural Dimensions,Thursday,Afternoon,14.0,15.75
Stadtwandelung 2.0,360-514a,Colloquium,Daniela Yvonne Fuhrmann,German,Practical Medieval Studies,Thursday,Afternoon,12.25,13.75
Advanced Corporate Finance II (L),22MO0173,Course,Michel Habib,English,Advanced Corporate Finance II (L),Tuesday,Morning,10.25,12.0
Social Computing (L+E),22BI0010,Lecture with Practical Exercises,Aniko Hannak,English,Social Computing (L+E),Tuesday,Morning,10.25,12.0
Research Design in Neuroeconomics (S),DOEC0525,Seminar,"Ernst Fehr, Christian Ruff, Philippe Nicolas Tobler, Todd Anthony Hare",English,Research Design in Neuroeconomics (S),Thursday,Afternoon,15.25,16.25
Neuroeconomics Seminar (S) (Foundations of Human Social Behavior),DOEC0526,Seminar,"Ernst Fehr, Christian Ruff, Philippe Nicolas Tobler, Todd Anthony Hare",English,Neuroeconomics Seminar (S) (Foundations of Human Social Behavior),Thursday,Afternoon,17.0,18.0
Bayesian Data Analysis and Models of Behavior (L),DOEC0829,Course,Todd Anthony Hare,English,Bayesian Data Analysis and Models of Behavior (L),Tuesday,Afternoon,14.0,15.75
