Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
"GGP.S440 Geographie Grundkurs II, Vorlesung und Übungen für Sekundarlehramt, Gruppe",CGEO901.1,PHZH SEK I Module,Holger Rudolf Frey,German,GGP.S440 Basics in Geography II
"GGP.S440 Geographie Grundkurs II, Vorlesung und Übungen für Sekundarlehramt, Gruppe",DGEO901.1,PHZH SEK I Module,Holger Rudolf Frey,German,GGP.S440 Basics in Geography II
GIScience Project,GEO885.1,Lecture with Practical Exercises,Hoda Allahbakhshi,English,GEO 885 GIScience Project
Uebungen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 2,GEO241.2,Exercise Group,Michael W.I. Schmidt,German,GEO 241 Physical Geography IV
Uebungen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 1,GEO241.2,Exercise Group,Michael W.I. Schmidt,German,GEO 241 Physical Geography IV
Research Colloquium Political Geography (for MSc and PhD Students),GEODIPL,Colloquium,Benedikt Korf,German,GEO 511 Master Thesis
Anm. Exkursion Biosphärenreservat Engiadina Val Müstair,GEO721.2,Field Trip,N/A,German,GEO 721 Excursion biosphere reserve Engiadina Val Müstair
Geovisualisation; lecture,GEO454.1,Course,Sara Irina Fabrikant,English,GEO 454 Geovisualisation
Geovisualisation; laboratory sessions,GEO454.2,Exercise Group,Sara Irina Fabrikant,English,GEO 454 Geovisualisation
Practical Part of the Bachelor Thesis,ESS389.1,Practical Training,Maria J. Santos,German,ESS 389 Practical Part of the Bachelor Thesis
"Bodenentstehung, Landschaftsgeschichte und landwirtschaftliche Nutzung",GEO709.1,Field Trip,Markus Egli,German,"GEO 709 Soil formation, landscape history and land use"
Field course geochronology: practical applications of dendrochronology and relative and,datingGEO417.3,Block Course,Markus Egli,"German, English",GEO 417 Environmental archives and age determination
Hydrological field measurements and calculations: Lecture,GEO471.1,Lecture with Practical Exercises,Jan Martin Rudolf Seibert,English,GEO 471 Hydrological field measurements and calculations
Sustainable management of genetic resources,ESS812.1,Lecture with Practical Exercises,Sofia Julia van Moorsel,English,ESS 812 Sustainable management of genetic resources
Intro to Prog. for Spatial Problems,GEO876.1,Lecture with Practical Exercises,Ross Stuart Purves,English,GEO 876 Introduction to Programming for Spatial Problems
Histoire de la littérature française,390-001a,Course,Richard Trachsler,French,French Literary History
"Capstone: Neue Globale Allianzen decodieren, Teil 2 (Fortsetzung aus HS23)",615j601a,Seminar,Urs Vögeli,German,Capstone: Decoding New Global Alliances
Externes Berufspraktikum,683-005a,Practical Training,Rouven Turck,"German, English",Professional traineeship
Externes Berufspraktikum,683-503,Practical Training,Rouven Turck,German,Professional traineeship
Archäometrie der Metalle,683-003a,Seminar,Rouven Turck,German,Basics in Archeometry
Herkunftsanalysen,683-501a,Exercise Group,Philippe Della Casa,German,Archaeometry
Geld,683k101a,Colloquium,Aleksander Dzbynski,German,Kolloquium Interdisziplinäre Archäologische Wissenschaften
Metallurgie,683k104a,Exercise Group,Rouven Turck,German,Materialtechnische Übung
Fotografie in der Archäologie,683k107a,Exercise Group,Frank Tomio,German,Visuelle Dokumentation
Waldarchäologie II,683k108a,Practical Training,Philippe Della Casa,German,Short Internship
Erziehungswissenschaftliche Grundlagen der Berufsbildung und das,222EGB,Course,Katrin Kraus,German,Educational Foundations of Vocational Education and the Swiss Vocational Education
Projektseminar zur Vorlesung: Berufsbildung in der Schweiz; Gruppe 1,222EGB1,Seminar,Maren Oepke,German,Educational Foundations of Vocational Education and the Swiss Vocational Education
Projektseminar zur Vorlesung: Berufsbildung in der Schweiz; Gruppe 2,222EGB2,Seminar,Stefanie Dernbach-Stolz,German,Educational Foundations of Vocational Education and the Swiss Vocational Education
Selbst organisiertes Lernen in Maturitätsschulen,222SLAP,Seminar,Christine Gerloff-Gasser,German,Self-regulated learning in upper secondary school
Rollen der Lehrperson im Unterricht an der Maturitätsschule,222RLU,Seminar,Iris Tanner,German,Rollen der Lehrperson im Unterricht an der Maturitätsschule
Lerncoaching von Schülerinnen und Schülern auf der Sekundarstufe II,222LCo,Seminar,Jeannette Luzia Wick,German,Coaching for learning with pupils in upper secondary schools
Lernförderliche Gestaltung digitaler Lehr-/Lernmedien,090LGdL,Seminar,Sascha Schneider,German,Lernförderliche Gestaltung digitaler Lehr-/Lernmedien
Memoire de Master,390-MAa,Student Work,N/A,French,Master's Thesis
Mémoire de Bachelor,390-BAa,Student Work,N/A,French,Bachelor's Thesis
Tesi di Master,410-MAa,Student Work,N/A,Italian,Master's Thesis
Tesis de Maestría,427-MAa,Student Work,N/A,Spanish,Master's Thesis
Masterarbeit,500-MAa,Student Work,N/A,German,Master's Thesis
"QO Stage esteso (Fortsetzung aus letztem Semester, nicht separat buchbar)",410-505a,Practical Training,N/A,Italian,Extended Internship
"QO Dossier de Linguística Iberorromânica (Fortsetzung aus letztem Semester, nicht",427-510a,Practical Training,N/A,Spanish,Dossier of Ibero-Romance Linguistics
Dossier de Lingu stica Ibero-românica,427-510a,Practical Training,Johannes Kabatek,"Spanish, Portuguese",Dossier of Ibero-Romance Linguistics
"QO Presentación en un Congreso (Fortsetzung aus letztem Semester, nicht separat",427-511a,Other,N/A,Spanish,Conference Presentation
Presentación en un Congreso,427-511a,Other,Johannes Kabatek,"Spanish, Portuguese",Conference Presentation
"QO Apresentação em um Congresso (Fortsetzung aus letztem Semester, nicht separat",427-515a,Other,N/A,Portuguese,Conference Presentation
Apresentação em um Congresso,427-515a,Other,Johannes Kabatek,"Spanish, Portuguese",Conference Presentation
Kongresspräsentation,430-503a,Other,Johannes Kabatek,Other,Conference Presentation
"QO Kongresspräsentation (Fortsetzung aus letztem Semester, nicht separat buchbar)",430-503a,Other,N/A,Other,Conference Presentation
Lectura da basa,431-001a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Introductive Reading
"QO Lectura da basa (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-001a,Independent Study,N/A,Rhaeto-Romanic,Introductive Reading
(Wiederholungsprüfung) Lectura da basa,431-001a,Examination,Rico Franc Valär,Rhaeto-Romanic,Introductive Reading
"Lavur scientifica approfundada – Litteratura, (Fortsetzung aus letztem Semester, nicht",431-002a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Research Paper - Literature
Lavur scientifica approfundada – Litteratura,431-002a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Research Paper - Literature
Masterarbeit (Fortsetzung aus HS23),615-MAa,Student Work,N/A,German,Master's Thesis
Fachdidaktik Biologie II,090Rutz2,Course,Guido Rutz,German,Subject Didactics Biology II
Fachdidaktik Biologie II,090Heft2,Course,Martin Hefti,German,Subject Didactics Biology II
Fachdidaktik Biologie III,090Rutz3,Lecture with Practical Exercises,Guido Rutz,German,Subject Didactics Biology III
Fachdidaktik Deutsch II,090Bal2,Course,Susanne Balmer,German,Subject Didactics German II
Fachdidaktik Deutsch II,090Hof2,Course,Stefan Hofer-Krucker Valderrama,German,Subject Didactics German II
Fachdidaktik Französisch I,090Oc1,Course,Gabriela Ochsner Jannibelli,French,Subject Didactics French I
Fachdidaktik Französisch II,090Bo2,Course,Anja Bohner,French,Subject Didactics French II
Fachdidaktik Geographie II,090Raf2,Lecture with Practical Exercises,Julia Rafflenbeul Herren,German,Subject Didactics Geography II
Lavur scientifica approfundada – Linguistica,431-003a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Research Paper - Linguistics
"QO Lavur scientifica approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht",431-003a,Independent Study,N/A,Rhaeto-Romanic,Advanced Research Paper - Linguistics
Linguistische Analysekategorien / Categories of Linguistic Analysis,Analysekategorien,Exercise Group,Eyal Liron Dolev,"German, English",Linguistische Analysekategorien/Categories of Linguistic Analysis
Masterarbeit,271-MAa,Student Work,N/A,"German, English",Master's Thesis
Fachdidaktik Geschichte I,090Roe1,Lecture with Practical Exercises,Urs Roemer,German,Subject Didactics History I
Fachdidaktik Geschichte II,090Web2,Lecture with Practical Exercises,Philippe Jakob Weber,German,Subject Didactics History II
Fachdidaktik Geschichte II,090Mue2,Lecture with Practical Exercises,Thomas Christian Müller,German,Subject Didactics History II
Fachdidaktik Geschichte III,090Mu3,Lecture with Practical Exercises,Thomas Christian Müller,German,Subject Didactics History III
Fachdidaktik Latein II,090Lat2,Course,Islème Sassi,German,Subject Didactics Latin II
"QO Lectura approfundada – Litteratura (Fortsetzung aus letztem Semester, nicht separat",431-004a,Independent Study,N/A,Rhaeto-Romanic,Rhaeto-Romanic Literature
Lectura approfundada – Litteratura,431-004a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Rhaeto-Romanic Literature
(Wiederholungsprüfung) Lectura approfundada – Litteratura,431-004a,Examination,Rico Franc Valär,Rhaeto-Romanic,Rhaeto-Romanic Literature
Lectura approfundada – Linguistica,431-005a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Reading – Linguistics
"QO Lectura approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht separat",431-005a,Independent Study,N/A,Rhaeto-Romanic,Advanced Reading – Linguistics
Lectura approfundada – Linguistica (Wiederholungsprüfung),431-005a,Examination,Rico Franc Valär,Rhaeto-Romanic,Advanced Reading – Linguistics
Vertiefende Forschungspraxis,431-006a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Research Practice
"QO Vertiefende Forschungspraxis (Fortsetzung aus letztem Semester, nicht separat",431-006a,Independent Study,N/A,Rhaeto-Romanic,Advanced Research Practice
"QO Vertiefende Lektüre  (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-007a,Independent Study,N/A,Rhaeto-Romanic,Advanced Reading
Vertiefende Lektüre,431-007a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Advanced Reading
(Wiederholungsprüfung) Vertiefende Lektüre,431-007a,Examination,Rico Franc Valär,Rhaeto-Romanic,Advanced Reading
Fachdidaktik Mathematik II,090Mat2,Lecture with Practical Exercises,Daniela Marion Grawehr Morath,German,Subject Didactics Mathematics II
Fachdidaktik Philosophie I,090Phi1,Course,N/A,German,Subject Didactics Philosophy I
Fachdidaktik Physik II: Motivierender und stufengerechter Unterricht,090Phy2,Lecture with Practical Exercises,Andrea Michael Oettli,German,Fachdidaktik Physik II: Motivierender und lernwirksamer Unterricht
Fachdidaktik Russisch III,090Rus3,Lecture with Practical Exercises,Rahel Gastberger,Russian,Subject Didactics Russian III
Fachdidaktik Spanisch II,090Spa2,Course,Francisca Ruiz Gonzalez,Spanish,Subject Didactics Spanish II
Fachdidaktik Spanisch III,090Spa3,Course,Monika Geigenmüller,Spanish,Subject Didactics Spanish III
Fachdidaktik Wirtschaft und Recht IV: Unterricht an Kaufmännischen Berufsfachschulen,090WiRe4,Lecture with Practical Exercises,Patrick Hunn,German,Subject Didactics Economy and Law IV - Teaching at commercial vocational schools
Naturwissenschaften und Nachhaltigkeit vermitteln (Teaching Science and Sustainability),090MAFD2,Course,Kai Niebert,German,Principles of Science Education 1: Teaching Science and Sustainability
Fachdidaktisches Forschungsseminar,090MAFDF,Seminar,Kai Niebert,German,Research in Science Education
Design thinking in der Schule,090Dt,Seminar,Sarah Eberz,German,Design thinking in der Schule
Mathematikdidaktik des gymnasialen Unterrichts auf der Sekundarstufe I,090MaDgU,Seminar,René Schelldorfer,German,Didactics of Mathematics at the College Level I
Didaktik des Immersionsunterrichts an Maturitätsschulen (Englisch),090Imm,Seminar,Michael Bühler,English,English Language Immersion Pedagogy
Writing Skills for Research (Group 1) (Continuation from last semester),440-800a,Exercise Group,N/A,English,Writing Skills for Research
Writing Skills for Research (Group 2) (Continuation from last semester),440-800a,Exercise Group,N/A,English,Writing Skills for Research
Writing Skills for Research (Group 3) (Continuation from last semester),440-800a,Exercise Group,N/A,English,Writing Skills for Research
Writing Skills for Research (Group 4) (Continuation from last semester),440-800a,Exercise Group,N/A,English,Writing Skills for Research
Français B1-B2 : Expression orale,_F_EoB12,Language Course,Jean-Philippe Coen,French,Français B1-B2 : Expression orale
Français B1-B2 : Expression orale,_F_EoB12,Language Course,Jean-Philippe Coen,French,Français B1-B2 : Expression orale
Français B1-B2 : Grammaire et Vocabulaire,_F_GVa,Language Course,Jean-Philippe Coen,French,Français B1-B2 : Grammaire et Vocabulaire appliqué
Français B1-B2 : Grammaire et Vocabulaire,_F_GVa,Language Course,Jean-Philippe Coen,French,Français B1-B2 : Grammaire et Vocabulaire appliqué
Français B2-C1 : Grammaire textuelle,_F_Grtex,Language Course,Jean-Philippe Coen,French,Français B2-C1 : Grammaire textuelle
Français B2-C1 : Langue et cinéma,_F_LaCi,Language Course,Jean-Philippe Coen,French,Français B2-C1 : Langue et cinéma
Français B2.2-C1 : Société et questions d'actualité,_F_SoQA,Language Course,Jean-Philippe Coen,French,Français B2.2-C1 : Société et questions d'actualité
Français B1 : Expression orale,_F_EoB1,Language Course,Jean-Philippe Coen,French,Français B1 : Expression orale
Français : Préparation au DALF C1,_F_DAC1,Language Course,Jean-Philippe Coen,French,Français : Préparation au DALF C1
Français B2 : Débat et présentation orale,_F_DPoB2,Language Course,Jean-Philippe Coen,French,Français B2 : Débat et présentation orale
"QO Rätoromanische Kultur (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-503a,Independent Study,N/A,Rhaeto-Romanic,Rhaeto-Romanic Culture
Rätoromanische Kultur,431-503a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Rhaeto-Romanic Culture
"QO Lavur scientifica approfundada – Litteratura (Fortsetzung aus letztem Semester, nicht",431-506a,Independent Study,N/A,Rhaeto-Romanic,Rhaeto-Romanic Literature
Lavur scientifica approfundada – Litteratura,431-506a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Rhaeto-Romanic Literature
"QO Lavur scientifica approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht",431-507a,Independent Study,N/A,Rhaeto-Romanic,Rhaeto-Romanic Linguistics
Lavur scientifica approfundada – Linguistica,431-507a,Independent Study,Rico Franc Valär,Rhaeto-Romanic,Rhaeto-Romanic Linguistics
Forschungsarbeit Poetik und Lektüre,504-003a,Independent Study,Sandro Zanetti,German,Research Paper Poetics and Reading
"QO Forschungsarbeit Poetik und Lektüre (Fortsetzung aus letztem Semester, nicht separat",504-003a,Independent Study,N/A,German,Research Paper Poetics and Reading
Forschungsarbeit zur Dialogizität der Literatur,504-004a,Independent Study,Sandro Zanetti,German,Research Paper on the Dialogicity of Literature
"QO Forschungsarbeit zur Dialogizität der Literatur (Fortsetzung aus letztem Semester,",504-004a,Independent Study,N/A,German,Research Paper on the Dialogicity of Literature
Réalisation d'un projet pratique,390k572a,Other,Thomas Klinkert,French,Conducting a Practical Project
Nel mondo della ricerca,410-012a,Other,Tatiana Crivelli Speciale,Italian,In the World of Research
"Competenze integrate in linguistica, gruppo 1",410-501a,Independent Study,Michele Loporcaro,Italian,Integrated Skills in Linguistics
"Competenze integrate in letteratura, gruppo 2",410-502a,Independent Study,Johannes Bartuschat,Italian,Integrated Skills in Literature
Contatti con il mondo scientifico,410-504a,Other,Tatiana Crivelli Speciale,Italian,Contacts with the Scientific World
Fachdidaktik Geographie II,090Hes2,Lecture with Practical Exercises,Stefan Hesske,German,Subject Didactics Geography II
Réalisations de recherche en linguistique,390-507a,Practical Training,Martin-Dietrich Glessgen,French,Achievements in Linguistic Research
Stage esteso,410-505a,Practical Training,Tatiana Crivelli Speciale,Italian,Extended Internship
Stage,410-506a,Practical Training,Tatiana Crivelli Speciale,Italian,Internship
Tesi di Bachelor,410-BAa,Student Work,N/A,Italian,Bachelor's Thesis
Partecipazione attiva a congressi,410k577a,Colloquium,Michele Loporcaro,Italian,Taking Part in a Scientific Convention
Lecturas de Literatura Hispanoamericana,427-007a,Independent Study,Adriana Lopez-Labourdette,Spanish,Readings of Hispanic American Literature
